#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.10,0.00
1,1000,5.14,0.19
2,1000,5.11,0.39
4,1000,5.13,0.78
8,1000,5.12,1.56
16,1000,5.11,3.13
32,1000,5.13,6.24
64,1000,5.14,12.45
128,1000,5.16,24.82
256,1000,5.22,49.07
512,1000,6.51,78.64
1024,1000,6.66,153.83
2048,1000,6.89,297.17
4096,1000,7.44,550.37
8192,1000,8.30,986.47
16384,1000,14.64,1119.19
32768,1000,22.28,1470.52
65536,640,39.38,1663.99
131072,320,72.69,1803.14
262144,160,53.53,4897.05
524288,80,88.95,5894.50
1048576,40,152.53,6874.36
2097152,20,306.87,6833.99
4194304,10,647.01,6482.64
8388608,5,1519.60,5520.29
16777216,2,3273.59,5125.02
33554432,1,6523.29,5143.79
67108864,1,13079.99,5130.65
134217728,1,25914.27,5179.30
268435456,1,51823.65,5179.79
