#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.15,0.00
1,1000,8.27,0.12
2,1000,8.21,0.24
4,1000,8.22,0.49
8,1000,8.20,0.98
16,1000,8.22,1.95
32,1000,8.25,3.88
64,1000,8.22,7.78
128,1000,8.61,14.87
256,1000,8.69,29.47
512,1000,8.67,59.04
1024,1000,9.76,104.96
2048,1000,9.31,219.92
4096,1000,11.17,366.70
8192,1000,11.88,689.44
16384,1000,15.90,1030.37
32768,1000,25.90,1265.13
65536,640,58.09,1128.24
131072,320,81.57,1606.78
262144,160,124.06,2113.04
524288,80,196.28,2671.16
1048576,40,324.46,3231.72
2097152,20,617.91,3393.95
4194304,10,1203.09,3486.28
8388608,5,2400.28,3494.84
16777216,2,5197.08,3228.20
33554432,1,10622.20,3158.90
67108864,1,20788.16,3228.23
134217728,1,40049.00,3351.34
268435456,1,81758.47,3283.27
