#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.80,0.00
1,1000,7.98,0.13
2,1000,7.98,0.25
4,1000,7.99,0.50
8,1000,7.94,1.01
16,1000,7.98,2.01
32,1000,8.00,4.00
64,1000,8.00,8.00
128,1000,8.41,15.22
256,1000,8.47,30.23
512,1000,8.54,59.93
1024,1000,9.58,106.86
2048,1000,9.04,226.63
4096,1000,10.85,377.48
8192,1000,11.58,707.46
16384,1000,15.67,1045.84
32768,1000,25.64,1277.89
65536,640,57.49,1139.96
131072,320,80.47,1628.73
262144,160,122.77,2135.19
524288,80,195.05,2687.91
1048576,40,324.06,3235.79
2097152,20,614.70,3411.69
4194304,10,1201.71,3490.28
8388608,5,2392.92,3505.60
16777216,2,5186.57,3234.74
33554432,1,10613.94,3161.35
67108864,1,21393.22,3136.92
134217728,1,41507.44,3233.58
268435456,1,83164.61,3227.76
