#mpirun -np 2 --map-by node --mca pml ob1 --mca btl self,tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.99,0.00
1,1000,5.09,0.20
2,1000,5.07,0.39
4,1000,5.07,0.79
8,1000,5.11,1.57
16,1000,5.10,3.14
32,1000,5.08,6.30
64,1000,5.10,12.55
128,1000,5.14,24.88
256,1000,5.17,49.49
512,1000,5.23,97.82
1024,1000,5.81,176.11
2048,1000,5.60,365.73
4096,1000,6.45,635.08
8192,1000,6.90,1186.73
16384,1000,9.02,1816.17
32768,1000,14.47,2264.58
65536,640,30.22,2168.31
131072,320,44.44,2949.52
262144,160,61.95,4231.65
524288,80,98.14,5342.43
1048576,40,164.44,6376.52
2097152,20,319.74,6558.85
4194304,10,657.67,6377.49
8388608,5,1608.75,5214.35
16777216,2,3306.82,5073.51
33554432,1,6610.34,5076.06
67108864,1,13229.07,5072.83
134217728,1,26279.72,5107.27
268435456,1,52018.75,5160.36
