#mpirun -np 2 --map-by node --mca pml ob1 --mca btl self,tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.90,0.00
1,1000,4.99,0.20
2,1000,4.99,0.40
4,1000,5.00,0.80
8,1000,4.98,1.61
16,1000,5.00,3.20
32,1000,5.00,6.41
64,1000,4.99,12.82
128,1000,5.05,25.34
256,1000,5.09,50.29
512,1000,5.11,100.13
1024,1000,5.84,175.36
2048,1000,5.55,369.02
4096,1000,6.44,635.79
8192,1000,6.96,1176.41
16384,1000,9.03,1814.84
32768,1000,14.63,2239.43
65536,640,30.03,2182.23
131072,320,44.19,2966.06
262144,160,62.61,4186.76
524288,80,97.35,5385.37
1048576,40,163.04,6431.53
2097152,20,320.13,6550.93
4194304,10,662.31,6332.85
8388608,5,1557.31,5386.61
16777216,2,3309.76,5069.01
33554432,1,6655.50,5041.61
67108864,1,13257.12,5062.10
134217728,1,26261.35,5110.85
268435456,1,52065.74,5155.70
