#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ~/mpi-benchmarks/src_c/IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.69,0.00
1,1000,0.68,1.46
2,1000,0.67,2.98
4,1000,0.66,6.02
8,1000,0.68,11.77
16,1000,0.67,23.81
32,1000,0.70,45.57
64,1000,0.70,90.93
128,1000,0.73,175.79
256,1000,0.72,353.65
512,1000,1.18,432.39
1024,1000,1.28,801.12
2048,1000,1.41,1449.78
4096,1000,1.75,2339.60
8192,1000,2.28,3593.35
16384,1000,3.54,4629.85
32768,1000,5.51,5950.91
65536,640,9.51,6893.00
131072,320,15.19,8627.89
262144,160,28.82,9095.99
524288,80,68.48,7655.69
1048576,40,133.34,7864.21
2097152,20,258.13,8124.27
4194304,10,511.12,8206.10
8388608,5,1140.25,7356.81
16777216,2,2382.93,7040.58
33554432,1,7951.79,4219.73
67108864,1,15787.57,4250.74
134217728,1,31659.20,4239.45
268435456,1,62711.45,4280.49
