#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER mlx ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.23,0.00
1,1000,0.24,4.23
2,1000,0.24,8.46
4,1000,0.24,16.87
8,1000,0.24,33.88
16,1000,0.24,67.45
32,1000,0.25,129.89
64,1000,0.25,259.95
128,1000,0.26,486.02
256,1000,0.28,909.88
512,1000,0.44,1151.90
1024,1000,0.45,2277.80
2048,1000,0.60,3430.76
4096,1000,0.84,4851.83
8192,1000,1.42,5774.52
16384,1000,2.27,7223.68
32768,1000,3.47,9437.49
65536,640,5.65,11604.58
131072,320,8.70,15062.93
262144,160,15.03,17442.59
524288,80,41.73,12562.75
1048576,40,82.39,12726.82
2097152,20,155.81,13459.59
4194304,10,382.41,10967.94
8388608,5,1129.60,7426.16
16777216,2,2462.23,6813.82
33554432,1,5847.22,5738.53
67108864,1,11650.20,5760.32
134217728,1,23473.86,5717.75
268435456,1,48261.38,5562.12
