#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.82,0.00
1,1000,8.91,0.11
2,1000,8.94,0.22
4,1000,8.96,0.45
8,1000,8.93,0.90
16,1000,8.89,1.80
32,1000,8.91,3.59
64,1000,9.45,6.77
128,1000,9.32,13.73
256,1000,9.34,27.41
512,1000,9.38,54.57
1024,1000,10.50,97.57
2048,1000,9.88,207.24
4096,1000,11.85,345.61
8192,1000,12.61,649.44
16384,1000,17.18,953.89
32768,1000,27.06,1210.90
65536,640,63.12,1038.24
131072,320,90.67,1445.60
262144,160,137.36,1908.41
524288,80,209.21,2506.03
1048576,40,359.07,2920.23
2097152,20,709.54,2955.64
4194304,10,1346.42,3115.16
8388608,5,2659.74,3153.93
16777216,2,5402.61,3105.39
33554432,1,11023.96,3043.77
67108864,1,21563.12,3112.21
134217728,1,43674.17,3073.16
268435456,1,87150.10,3080.15
