#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.88,0.00
1,1000,9.03,0.11
2,1000,8.99,0.22
4,1000,9.01,0.44
8,1000,8.99,0.89
16,1000,8.96,1.79
32,1000,9.00,3.55
64,1000,9.02,7.10
128,1000,9.33,13.71
256,1000,9.33,27.42
512,1000,9.39,54.50
1024,1000,10.60,96.59
2048,1000,9.88,207.39
4096,1000,11.84,345.81
8192,1000,12.58,651.19
16384,1000,17.12,957.22
32768,1000,27.10,1209.27
65536,640,62.89,1042.13
131072,320,89.06,1471.80
262144,160,135.27,1937.95
524288,80,207.07,2531.89
1048576,40,357.70,2931.46
2097152,20,674.69,3108.32
4194304,10,1342.24,3124.86
8388608,5,2634.98,3183.56
16777216,2,5402.54,3105.43
33554432,1,10812.20,3103.39
67108864,1,21605.88,3106.05
134217728,1,42926.57,3126.68
268435456,1,85685.28,3132.81
