#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.77,0.00
1,1000,4.81,0.21
2,1000,4.80,0.42
4,1000,4.82,0.83
8,1000,4.78,1.67
16,1000,4.79,3.34
32,1000,4.80,6.67
64,1000,4.81,13.31
128,1000,4.83,26.50
256,1000,4.84,52.85
512,1000,6.50,78.79
1024,1000,6.67,153.60
2048,1000,6.92,295.80
4096,1000,7.58,540.15
8192,1000,8.46,968.22
16384,1000,14.77,1109.55
32768,1000,22.22,1474.69
65536,640,39.75,1648.79
131072,320,74.09,1769.01
262144,160,53.65,4886.48
524288,80,89.20,5877.77
1048576,40,151.71,6911.80
2097152,20,274.17,7649.15
4194304,10,601.88,6968.72
8388608,5,1458.41,5751.89
16777216,2,3158.91,5311.09
33554432,1,6455.33,5197.95
67108864,1,12846.76,5223.80
134217728,1,25499.98,5263.45
268435456,1,50939.86,5269.65
