#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.85,0.00
1,1000,4.89,0.20
2,1000,4.89,0.41
4,1000,4.89,0.82
8,1000,4.88,1.64
16,1000,4.89,3.27
32,1000,4.88,6.55
64,1000,4.92,13.02
128,1000,4.93,25.98
256,1000,4.94,51.83
512,1000,6.59,77.73
1024,1000,6.67,153.50
2048,1000,6.99,292.90
4096,1000,7.75,528.63
8192,1000,8.45,969.53
16384,1000,14.92,1098.39
32768,1000,22.36,1465.28
65536,640,39.96,1640.13
131072,320,74.78,1752.87
262144,160,54.34,4824.04
524288,80,88.58,5919.06
1048576,40,151.98,6899.33
2097152,20,275.71,7606.26
4194304,10,602.41,6962.51
8388608,5,1446.98,5797.31
16777216,2,3176.51,5281.66
33554432,1,6428.66,5219.51
67108864,1,12942.17,5185.29
134217728,1,25565.51,5249.95
268435456,1,51231.75,5239.63
