#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.05,0.00
1,1000,5.06,0.20
2,1000,5.06,0.40
4,1000,5.05,0.79
8,1000,5.07,1.58
16,1000,5.06,3.16
32,1000,5.06,6.32
64,1000,5.07,12.62
128,1000,5.10,25.09
256,1000,5.14,49.77
512,1000,6.93,73.90
1024,1000,7.04,145.39
2048,1000,7.30,280.62
4096,1000,7.99,512.40
8192,1000,8.79,932.27
16384,1000,15.59,1051.19
32768,1000,23.73,1380.73
65536,640,41.56,1576.89
131072,320,78.78,1663.77
262144,160,55.21,4748.36
524288,80,90.40,5799.83
1048576,40,155.87,6727.05
2097152,20,275.15,7621.92
4194304,10,607.20,6907.67
8388608,5,1449.88,5785.73
16777216,2,3167.65,5296.43
33554432,1,6510.02,5154.28
67108864,1,12891.17,5205.80
134217728,1,25621.02,5238.58
268435456,1,51372.90,5225.24
