#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.12,0.00
1,1000,5.12,0.20
2,1000,5.10,0.39
4,1000,5.10,0.78
8,1000,5.11,1.57
16,1000,5.11,3.13
32,1000,5.10,6.28
64,1000,5.13,12.47
128,1000,5.14,24.90
256,1000,5.20,49.23
512,1000,6.90,74.15
1024,1000,7.03,145.66
2048,1000,7.31,280.17
4096,1000,8.05,508.82
8192,1000,8.83,927.98
16384,1000,15.59,1051.05
32768,1000,23.85,1373.96
65536,640,41.77,1569.13
131072,320,79.24,1654.06
262144,160,55.43,4729.50
524288,80,90.62,5785.64
1048576,40,156.08,6718.10
2097152,20,275.69,7607.03
4194304,10,612.48,6848.11
8388608,5,1460.24,5744.68
16777216,2,3164.76,5301.25
33554432,1,6466.43,5189.02
67108864,1,12911.80,5197.48
134217728,1,25763.42,5209.62
268435456,1,50925.84,5271.11
