#mpirun -np 2 --map-by node --mca pml ucx --mca btl ^uct -x UCX_NET_DEVICES=mlx5_0:1 ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,4.02
8,1000,0.99,8.09
16,1000,0.99,16.11
32,1000,1.00,31.87
64,1000,1.16,54.95
128,1000,1.21,106.05
256,1000,2.47,103.83
512,1000,1.50,341.56
1024,1000,1.65,619.18
2048,1000,2.33,880.84
4096,1000,3.20,1279.06
8192,1000,4.50,1819.34
16384,1000,6.30,2599.12
32768,1000,8.47,3868.13
65536,640,12.38,5291.89
131072,320,18.64,7031.63
262144,160,32.79,7994.53
524288,80,54.38,9640.88
1048576,40,98.23,10674.25
2097152,20,182.28,11505.14
4194304,10,353.10,11878.52
8388608,5,693.63,12093.75
16777216,2,1380.88,12149.68
33554432,1,2755.21,12178.54
67108864,1,5494.72,12213.33
134217728,1,11012.24,12188.05
268435456,1,22044.38,12177.05
