#mpirun -np 2 --map-by node --mca pml ucx --mca btl ^uct -x UCX_NET_DEVICES=mlx5_0:1 ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.98,1.02
2,1000,0.98,2.04
4,1000,0.99,4.06
8,1000,0.98,8.18
16,1000,0.99,16.18
32,1000,1.00,31.90
64,1000,1.15,55.73
128,1000,1.18,108.56
256,1000,1.42,180.00
512,1000,1.48,345.58
1024,1000,1.64,622.64
2048,1000,2.31,885.10
4096,1000,3.18,1289.80
8192,1000,4.45,1840.17
16384,1000,6.24,2625.69
32768,1000,8.41,3895.33
65536,640,12.36,5301.57
131072,320,18.63,7035.05
262144,160,32.70,8015.87
524288,80,54.27,9660.67
1048576,40,98.39,10657.41
2097152,20,182.05,11519.84
4194304,10,352.85,11887.07
8388608,5,693.74,12091.89
16777216,2,1378.69,12168.92
33554432,1,2751.38,12195.47
67108864,1,5499.43,12202.88
134217728,1,11008.02,12192.72
268435456,1,22060.92,12167.92
