#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER shm ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.54,0.00
1,1000,1.54,0.65
2,1000,1.59,1.26
4,1000,1.56,2.56
8,1000,1.56,5.12
16,1000,1.53,10.47
32,1000,1.56,20.51
64,1000,1.59,40.14
128,1000,1.72,74.62
256,1000,1.71,149.31
512,1000,1.70,302.00
1024,1000,1.77,579.39
2048,1000,1.93,1060.59
4096,1000,2.43,1685.72
8192,1000,3.16,2593.89
16384,1000,3.59,4569.98
32768,1000,4.35,7538.37
65536,640,6.32,10369.04
131072,320,10.00,13103.73
262144,160,17.77,14755.78
524288,80,36.05,14543.37
1048576,40,98.87,10605.71
2097152,20,223.36,9388.91
4194304,10,546.84,7670.12
8388608,5,1865.93,4495.66
16777216,2,4142.07,4050.44
33554432,1,8120.65,4131.99
67108864,1,16397.66,4092.59
134217728,1,32546.12,4123.92
268435456,1,64023.45,4192.77
