#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER shm ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.09,0.00
1,1000,1.05,0.95
2,1000,1.09,1.83
4,1000,1.07,3.74
8,1000,1.05,7.58
16,1000,1.04,15.42
32,1000,1.07,29.97
64,1000,1.07,59.93
128,1000,1.17,109.18
256,1000,1.22,209.06
512,1000,1.21,422.98
1024,1000,1.35,757.29
2048,1000,1.50,1367.92
4096,1000,1.97,2074.29
8192,1000,2.56,3198.91
16384,1000,3.14,5212.35
32768,1000,4.24,7736.54
65536,640,6.27,10457.06
131072,320,10.24,12797.49
262144,160,18.92,13855.40
524288,80,38.30,13688.77
1048576,40,105.55,9934.08
2097152,20,234.03,8961.00
4194304,10,555.06,7556.50
8388608,5,1791.74,4681.81
16777216,2,4171.32,4022.04
33554432,1,8319.25,4033.35
67108864,1,16328.49,4109.93
134217728,1,33046.90,4061.43
268435456,1,64221.83,4179.82
