#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER shm ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.38,0.00
1,1000,1.37,0.73
2,1000,1.33,1.50
4,1000,1.37,2.92
8,1000,1.47,5.45
16,1000,1.33,12.03
32,1000,1.34,23.97
64,1000,1.39,46.15
128,1000,1.55,82.43
256,1000,1.58,161.79
512,1000,1.62,316.63
1024,1000,1.67,611.87
2048,1000,1.85,1108.49
4096,1000,2.29,1788.73
8192,1000,2.94,2787.67
16384,1000,3.63,4514.00
32768,1000,4.48,7306.97
65536,640,6.32,10369.68
131072,320,10.13,12934.39
262144,160,17.50,14978.87
524288,80,36.49,14369.47
1048576,40,97.94,10706.81
2097152,20,224.98,9321.66
4194304,10,541.16,7750.60
8388608,5,1758.70,4769.78
16777216,2,4258.31,3939.88
33554432,1,8232.90,4075.65
67108864,1,16538.78,4057.67
134217728,1,32283.97,4157.41
268435456,1,63712.50,4213.23
