#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER shm ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.19,0.00
1,1000,1.18,0.85
2,1000,1.17,1.71
4,1000,1.13,3.53
8,1000,1.15,6.96
16,1000,1.17,13.71
32,1000,1.16,27.50
64,1000,1.18,54.10
128,1000,1.28,100.06
256,1000,1.39,184.36
512,1000,1.37,374.88
1024,1000,1.40,733.61
2048,1000,1.61,1273.31
4096,1000,2.08,1970.25
8192,1000,2.60,3150.02
16384,1000,3.21,5106.09
32768,1000,4.11,7967.41
65536,640,5.98,10956.31
131072,320,9.55,13721.32
262144,160,17.17,15268.45
524288,80,36.29,14448.82
1048576,40,98.37,10659.10
2097152,20,223.31,9391.12
4194304,10,536.72,7814.70
8388608,5,1721.57,4872.64
16777216,2,3985.93,4209.11
33554432,1,8136.84,4123.77
67108864,1,16232.63,4134.20
134217728,1,33109.35,4053.77
268435456,1,65175.08,4118.68
