#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER shm ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.96,0.00
1,1000,1.83,0.55
2,1000,1.87,1.07
4,1000,1.92,2.09
8,1000,1.89,4.22
16,1000,1.82,8.79
32,1000,1.87,17.11
64,1000,1.81,35.42
128,1000,1.81,70.83
256,1000,2.04,125.69
512,1000,1.90,269.73
1024,1000,2.00,511.12
2048,1000,2.20,930.72
4096,1000,2.65,1545.68
8192,1000,3.05,2682.05
16384,1000,3.51,4662.39
32768,1000,4.19,7824.94
65536,640,5.81,11287.29
131072,320,8.75,14983.10
262144,160,14.08,18613.28
524288,80,30.86,16991.24
1048576,40,83.09,12619.52
2097152,20,191.74,10937.56
4194304,10,461.53,9087.78
8388608,5,1626.44,5157.63
16777216,2,3897.91,4304.16
33554432,1,7929.08,4231.82
67108864,1,15915.70,4216.52
134217728,1,31970.76,4198.14
268435456,1,63628.22,4218.81
