#mpirun -np 2 --map-by node --mca pml ucx --mca btl ^uct -x UCX_NET_DEVICES=mlx5_0:1 ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.98,1.02
2,1000,0.99,2.02
4,1000,0.99,4.03
8,1000,0.98,8.13
16,1000,0.99,16.21
32,1000,1.00,32.01
64,1000,1.14,55.95
128,1000,1.19,107.98
256,1000,1.42,180.23
512,1000,1.49,343.72
1024,1000,1.65,622.43
2048,1000,2.31,885.47
4096,1000,3.19,1285.63
8192,1000,4.46,1836.79
16384,1000,6.26,2618.45
32768,1000,8.45,3879.12
65536,640,12.35,5307.91
131072,320,18.79,6977.42
262144,160,32.65,8027.71
524288,80,54.27,9660.98
1048576,40,96.99,10811.69
2097152,20,186.02,11273.60
4194304,10,352.21,11908.38
8388608,5,697.29,12030.26
16777216,2,1382.16,12138.36
33554432,1,2759.22,12160.85
67108864,1,5514.48,12169.58
134217728,1,11015.50,12184.44
268435456,1,22042.75,12177.95
