#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.94,0.00
1,1000,8.00,0.13
2,1000,7.98,0.25
4,1000,7.98,0.50
8,1000,7.99,1.00
16,1000,8.00,2.00
32,1000,7.96,4.02
64,1000,7.98,8.02
128,1000,8.42,15.20
256,1000,8.45,30.30
512,1000,8.44,60.67
1024,1000,9.49,107.93
2048,1000,8.93,229.37
4096,1000,10.71,382.61
8192,1000,11.38,719.76
16384,1000,15.49,1057.40
32768,1000,25.22,1299.37
65536,640,56.49,1160.05
131072,320,79.75,1643.54
262144,160,120.10,2182.79
524288,80,193.28,2712.61
1048576,40,323.27,3243.66
2097152,20,614.31,3413.83
4194304,10,1223.86,3427.11
8388608,5,2417.05,3470.60
16777216,2,4990.61,3361.76
33554432,1,10197.23,3290.54
67108864,1,20007.01,3354.27
134217728,1,40364.59,3325.14
268435456,1,79571.38,3373.52
