#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.51,0.00
1,1000,0.48,2.07
2,1000,0.49,4.07
4,1000,0.50,7.99
8,1000,0.44,18.09
16,1000,0.49,32.42
32,1000,0.52,61.72
64,1000,0.53,120.94
128,1000,0.52,245.63
256,1000,0.54,473.14
512,1000,0.75,683.97
1024,1000,0.82,1245.80
2048,1000,0.95,2147.57
4096,1000,1.18,3480.83
8192,1000,1.63,5037.40
16384,1000,2.48,6614.76
32768,1000,3.57,9176.57
65536,640,5.83,11238.90
131072,320,8.86,14787.43
262144,160,16.45,15937.91
524288,80,41.40,12663.44
1048576,40,83.37,12576.96
2097152,20,164.80,12725.58
4194304,10,403.91,10384.15
8388608,5,1009.04,8313.43
16777216,2,2173.54,7718.84
33554432,1,6017.22,5576.41
67108864,1,12487.28,5374.18
134217728,1,25724.88,5217.43
268435456,1,52854.41,5078.77
