#mpirun -np 2 -ppn 1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.11,0.00
1,1000,8.09,0.12
2,1000,8.05,0.25
4,1000,8.05,0.50
8,1000,8.04,0.99
16,1000,8.03,1.99
32,1000,8.05,3.98
64,1000,8.06,7.94
128,1000,8.14,15.72
256,1000,8.50,30.14
512,1000,10.70,47.87
1024,1000,10.63,96.31
2048,1000,12.81,159.88
4096,1000,13.87,295.36
8192,1000,16.03,510.95
16384,1000,26.55,617.20
32768,1000,36.32,902.31
65536,640,60.12,1090.12
131072,320,111.70,1173.42
262144,160,135.96,1928.04
524288,80,231.26,2267.12
1048576,40,423.76,2474.43
2097152,20,763.95,2745.15
4194304,10,1475.59,2842.45
8388608,5,3333.54,2516.43
16777216,2,6251.15,2683.86
33554432,1,12744.90,2632.77
67108864,1,23740.41,2826.78
134217728,1,49466.83,2713.29
268435456,1,94315.88,2846.13
