#mpirun -np 2 -ppn 1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.91,0.00
1,1000,8.80,0.11
2,1000,8.77,0.23
4,1000,8.73,0.46
8,1000,8.80,0.91
16,1000,8.32,1.92
32,1000,8.42,3.80
64,1000,8.33,7.69
128,1000,8.21,15.60
256,1000,8.48,30.19
512,1000,10.52,48.69
1024,1000,11.24,91.12
2048,1000,13.91,147.20
4096,1000,15.85,258.43
8192,1000,17.79,460.59
16384,1000,26.48,618.67
32768,1000,36.86,888.90
65536,640,61.06,1073.26
131072,320,112.51,1165.03
262144,160,138.75,1889.37
524288,80,228.77,2291.81
1048576,40,435.76,2406.29
2097152,20,830.96,2523.78
4194304,10,1581.43,2652.23
8388608,5,3234.28,2593.65
16777216,2,7229.96,2320.51
33554432,1,12277.59,2732.98
67108864,1,24381.99,2752.39
134217728,1,48516.98,2766.41
268435456,1,103135.36,2602.75
