#mpirun -np 2 -ppn 1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.12,0.00
1,1000,8.08,0.12
2,1000,8.10,0.25
4,1000,8.10,0.49
8,1000,8.08,0.99
16,1000,8.11,1.97
32,1000,8.15,3.92
64,1000,8.10,7.90
128,1000,8.17,15.66
256,1000,8.23,31.12
512,1000,10.38,49.34
1024,1000,10.72,95.49
2048,1000,13.73,149.21
4096,1000,14.80,276.72
8192,1000,16.44,498.40
16384,1000,25.65,638.71
32768,1000,36.29,902.89
65536,640,60.32,1086.53
131072,320,112.20,1168.15
262144,160,135.44,1935.51
524288,80,233.52,2245.20
1048576,40,429.60,2440.83
2097152,20,858.72,2442.20
4194304,10,1430.69,2931.66
8388608,5,2925.15,2867.75
16777216,2,6162.12,2722.64
33554432,1,11879.28,2824.62
67108864,1,24185.49,2774.76
134217728,1,45423.46,2954.81
268435456,1,97815.42,2744.31
