#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.54,0.00
1,1000,0.62,1.61
2,1000,0.62,3.20
4,1000,0.62,6.40
8,1000,0.62,12.87
16,1000,0.68,23.41
32,1000,0.78,41.01
64,1000,0.89,71.69
128,1000,1.18,108.81
256,1000,1.22,210.10
512,1000,1.20,427.70
1024,1000,1.42,722.29
2048,1000,1.65,1241.81
4096,1000,2.71,1510.92
8192,1000,3.38,2421.69
16384,1000,3.89,4210.25
32768,1000,4.97,6595.50
65536,640,6.43,10198.30
131072,320,11.48,11422.13
262144,160,19.93,13153.53
524288,80,39.23,13363.42
1048576,40,88.42,11859.67
2097152,20,213.82,9808.25
4194304,10,429.47,9766.25
8388608,5,1018.35,8237.45
16777216,2,3770.83,4449.21
33554432,1,9487.49,3536.70
67108864,1,19093.07,3514.83
134217728,1,37905.16,3540.88
268435456,1,75347.57,3562.63
