#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.55,0.00
1,1000,0.61,1.65
2,1000,0.60,3.35
4,1000,0.59,6.77
8,1000,0.59,13.47
16,1000,0.65,24.69
32,1000,0.77,41.52
64,1000,0.88,72.74
128,1000,1.00,128.60
256,1000,1.20,213.35
512,1000,1.12,455.20
1024,1000,1.42,722.90
2048,1000,1.66,1236.49
4096,1000,2.70,1517.18
8192,1000,3.38,2421.41
16384,1000,3.77,4348.45
32768,1000,5.00,6556.50
65536,640,6.49,10101.89
131072,320,11.68,11218.08
262144,160,19.79,13249.41
524288,80,39.25,13358.47
1048576,40,90.72,11558.61
2097152,20,214.40,9781.48
4194304,10,405.42,10345.53
8388608,5,1038.84,8074.97
16777216,2,3804.11,4410.29
33554432,1,9465.85,3544.79
67108864,1,19034.77,3525.59
134217728,1,38050.53,3527.36
268435456,1,75392.43,3560.51
