#mpirun -np 2 --map-by node --mca pml ucx --mca btl ^uct -x UCX_NET_DEVICES=mlx5_0:1 ./IMB-MPI1 PingPong -msglog 28
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.98,1.02
2,1000,0.98,2.04
4,1000,0.99,4.04
8,1000,0.98,8.17
16,1000,0.98,16.26
32,1000,1.00,32.01
64,1000,1.17,54.89
128,1000,1.21,105.76
256,1000,1.43,179.49
512,1000,1.50,341.28
1024,1000,1.66,617.92
2048,1000,2.33,878.53
4096,1000,3.19,1284.64
8192,1000,4.46,1835.67
16384,1000,6.25,2622.16
32768,1000,8.58,3820.52
65536,640,12.44,5269.41
131072,320,18.66,7023.86
262144,160,32.73,8008.43
524288,80,54.26,9662.58
1048576,40,96.92,10819.10
2097152,20,182.18,11511.45
4194304,10,352.49,11899.14
8388608,5,694.11,12085.49
16777216,2,1380.92,12149.29
33554432,1,2758.19,12165.40
67108864,1,5497.17,12207.89
134217728,1,11017.00,12182.78
268435456,1,22047.15,12175.51
