#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.24,0.00
1,1000,0.27,3.70
2,1000,0.28,7.16
4,1000,0.27,14.69
8,1000,0.27,29.44
16,1000,0.29,55.84
32,1000,0.29,111.32
64,1000,0.33,191.93
128,1000,0.36,356.33
256,1000,0.45,573.83
512,1000,0.60,849.80
1024,1000,0.68,1498.37
2048,1000,0.81,2526.62
4096,1000,1.73,2373.37
8192,1000,2.01,4079.05
16384,1000,2.55,6418.90
32768,1000,3.47,9429.68
65536,640,5.17,12667.30
131072,320,8.58,15275.58
262144,160,18.13,14460.85
524288,80,37.59,13949.06
1048576,40,88.18,11891.61
2097152,20,209.36,10016.78
4194304,10,426.28,9839.36
8388608,5,1512.00,5548.01
16777216,2,3706.82,4526.04
33554432,1,7468.55,4492.76
67108864,1,14922.60,4497.13
134217728,1,29788.03,4505.76
268435456,1,59650.77,4500.12
