#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.54
2,1000,0.28,7.10
4,1000,0.29,13.70
8,1000,0.28,28.42
16,1000,0.30,54.03
32,1000,0.30,107.85
64,1000,0.33,195.96
128,1000,0.38,337.15
256,1000,0.46,554.98
512,1000,0.61,840.68
1024,1000,0.71,1443.27
2048,1000,0.87,2351.91
4096,1000,1.78,2302.35
8192,1000,2.08,3936.37
16384,1000,2.64,6214.99
32768,1000,3.84,8538.86
65536,640,5.29,12391.08
131072,320,10.51,12475.35
262144,160,18.91,13862.83
524288,80,38.03,13787.75
1048576,40,86.63,12104.71
2097152,20,210.03,9984.79
4194304,10,433.89,9666.81
8388608,5,1487.83,5638.15
16777216,2,3665.81,4576.67
33554432,1,7379.79,4546.80
67108864,1,14802.75,4533.54
134217728,1,29580.81,4537.32
268435456,1,59264.51,4529.45
