mpirun -np 2 --map by node ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.98,1.02
2,1000,0.99,2.02
4,1000,0.98,4.07
8,1000,0.98,8.15
16,1000,0.98,16.25
32,1000,1.00,32.07
64,1000,1.13,56.51
128,1000,1.17,109.00
256,1000,1.42,180.50
512,1000,1.48,345.39
1024,1000,1.64,624.62
2048,1000,2.30,891.31
4096,1000,3.18,1289.72
8192,1000,4.45,1842.20
16384,1000,6.25,2622.00
32768,1000,8.39,3905.99
65536,640,12.25,5348.90
131072,320,18.45,7105.57
262144,160,32.68,8021.26
524288,80,57.27,9155.14
1048576,40,98.26,10671.65
2097152,20,182.17,11512.02
4194304,10,353.38,11869.26
8388608,5,692.83,12107.69
16777216,2,1381.63,12143.06
33554432,1,2762.09,12148.18
67108864,1,5515.17,12168.06
134217728,1,11039.80,12157.63
268435456,1,22072.31,12161.64
