#mpirun -np 2 -ppn 1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.18,0.00
1,1000,8.14,0.12
2,1000,8.10,0.25
4,1000,8.08,0.50
8,1000,8.09,0.99
16,1000,8.07,1.98
32,1000,8.19,3.91
64,1000,8.08,7.92
128,1000,8.34,15.35
256,1000,8.65,29.59
512,1000,10.39,49.26
1024,1000,10.72,95.52
2048,1000,12.99,157.70
4096,1000,14.67,279.20
8192,1000,16.95,483.16
16384,1000,26.87,609.71
32768,1000,36.61,895.09
65536,640,61.15,1071.67
131072,320,110.94,1181.47
262144,160,136.14,1925.55
524288,80,240.71,2178.05
1048576,40,438.09,2393.54
2097152,20,855.54,2451.25
4194304,10,1444.16,2904.32
8388608,5,3230.31,2596.84
16777216,2,7944.63,2111.77
33554432,1,11926.16,2813.52
67108864,1,23674.18,2834.69
134217728,1,47447.43,2828.77
268435456,1,94378.51,2844.24
