#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ~/mpi-benchmarks/src_c/IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.67,0.0
1,1000,0.67,1.49
2,1000,0.67,2.97
4,1000,0.66,6.02
8,1000,0.67,11.86
16,1000,0.67,23.82
32,1000,0.7,45.98
64,1000,0.7,91.75
128,1000,0.73,176.28
256,1000,0.71,362.8
512,1000,1.16,442.65
1024,1000,1.25,821.52
2048,1000,1.36,1502.85
4096,1000,1.77,2310.07
8192,1000,2.31,3539.08
16384,1000,3.53,4649.88
32768,1000,5.61,5852.81
65536,640,9.37,6998.88
131072,320,15.39,8515.29
262144,160,29.03,9029.88
524288,80,68.37,7669.37
1048576,40,133.42,7859.36
2097152,20,259.06,8095.59
4194304,10,513.17,8173.55
8388608,5,1082.43,7755.31
16777216,2,2366.62,7090.51
33554432,1,7929.72,4231.54
67108864,1,15866.73,4229.59
134217728,1,31722.73,4230.98
268435456,1,62589.43,4288.84
