#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.5,0.0
1,1000,0.5,2.02
2,1000,0.5,4.0
4,1000,0.5,8.0
8,1000,0.5,16.2
16,1000,0.5,31.97
32,1000,0.51,63.44
64,1000,0.5,127.97
128,1000,0.5,256.66
256,1000,0.51,503.28
512,1000,0.76,676.58
1024,1000,0.84,1220.93
2048,1000,0.95,2142.85
4096,1000,1.15,3548.86
8192,1000,1.6,5137.2
16384,1000,2.42,6773.83
32768,1000,3.55,9221.43
65536,640,5.9,11103.82
131072,320,8.9,14732.67
262144,160,15.85,16551.15
524288,80,42.22,12419.1
1048576,40,83.77,12517.04
2097152,20,165.48,12674.15
4194304,10,409.66,10240.45
8388608,5,1032.67,8125.05
16777216,2,2197.16,7642.65
33554432,1,6047.38,5548.66
67108864,1,12448.19,5391.09
134217728,1,25801.82,5201.96
268435456,1,52752.85,5088.61
