#mpirun -np 2 --map-by node --mca pml ob1 --mca btl self,tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,16.59,0.00
1,1000,16.64,0.06
2,1000,16.67,0.12
4,1000,16.75,0.24
8,1000,16.73,0.48
16,1000,16.72,0.96
32,1000,16.75,1.91
64,1000,16.89,3.79
128,1000,17.45,7.34
256,1000,17.49,14.64
512,1000,17.88,28.63
1024,1000,18.39,55.69
2048,1000,39.96,51.25
4096,1000,40.45,101.25
8192,1000,41.70,196.45
16384,1000,44.34,369.49
32768,1000,55.04,595.33
65536,640,59.41,1103.02
131072,320,120.86,1084.45
262144,160,166.76,1571.95
524288,80,250.92,2089.47
1048576,40,407.84,2571.02
2097152,20,760.97,2755.91
4194304,10,1589.04,2639.53
8388608,5,3433.23,2443.36
16777216,2,6995.86,2398.16
33554432,1,14191.14,2364.46
67108864,1,28227.00,2377.47
134217728,1,54442.03,2465.33
268435456,1,109155.01,2459.21
