#mpirun -np 2 --map-by node --mca pml ob1 --mca btl self,tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.77,0.00
1,1000,15.84,0.06
2,1000,15.84,0.13
4,1000,15.85,0.25
8,1000,15.82,0.51
16,1000,16.08,1.00
32,1000,16.00,2.00
64,1000,16.57,3.86
128,1000,17.08,7.49
256,1000,16.73,15.30
512,1000,17.07,29.99
1024,1000,17.51,58.50
2048,1000,39.09,52.39
4096,1000,39.43,103.88
8192,1000,40.90,200.29
16384,1000,43.09,380.21
32768,1000,51.03,642.18
65536,640,62.84,1042.86
131072,320,113.13,1158.59
262144,160,147.29,1779.82
524288,80,223.15,2349.45
1048576,40,355.22,2951.94
2097152,20,667.44,3142.10
4194304,10,1323.33,3169.52
8388608,5,2865.71,2927.24
16777216,2,5701.31,2942.69
33554432,1,11523.26,2911.89
67108864,1,22531.73,2978.42
134217728,1,44250.30,3033.15
268435456,1,89073.32,3013.65
