#mpirun -np 2 --map-by node --mca pml ob1 --mca btl self,tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,17.16,0.00
1,1000,17.24,0.06
2,1000,17.21,0.12
4,1000,17.22,0.23
8,1000,17.31,0.46
16,1000,17.39,0.92
32,1000,17.40,1.84
64,1000,17.44,3.67
128,1000,17.84,7.18
256,1000,18.00,14.22
512,1000,18.57,27.57
1024,1000,18.88,54.23
2048,1000,40.37,50.73
4096,1000,40.95,100.02
8192,1000,42.49,192.81
16384,1000,45.02,363.91
32768,1000,58.92,556.19
65536,640,61.16,1071.46
131072,320,122.65,1068.69
262144,160,172.00,1524.12
524288,80,258.34,2029.49
1048576,40,421.24,2489.23
2097152,20,776.95,2699.22
4194304,10,1612.08,2601.80
8388608,5,3475.89,2413.37
16777216,2,6142.88,2731.16
33554432,1,12041.47,2786.57
67108864,1,24021.87,2793.66
134217728,1,47302.10,2837.46
268435456,1,94450.33,2842.08
