#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.28,0.00
1,1000,0.29,3.40
2,1000,0.28,7.19
4,1000,0.28,14.41
8,1000,0.28,28.68
16,1000,0.29,55.09
32,1000,0.29,109.47
64,1000,0.32,199.52
128,1000,0.39,331.44
256,1000,0.44,584.77
512,1000,0.62,829.15
1024,1000,0.68,1515.59
2048,1000,0.80,2550.03
4096,1000,1.70,2411.93
8192,1000,2.01,4067.24
16384,1000,2.45,6685.94
32768,1000,3.56,9193.53
65536,640,5.60,11696.16
131072,320,9.79,13385.98
262144,160,16.87,15537.74
524288,80,37.29,14060.61
1048576,40,99.83,10503.25
2097152,20,234.30,8950.54
4194304,10,552.29,7594.39
8388608,5,1663.53,5042.66
16777216,2,3865.22,4340.56
33554432,1,8087.51,4148.92
67108864,1,16186.37,4146.01
134217728,1,31845.32,4214.68
268435456,1,62682.27,4282.48
