#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.27,0.00
1,1000,0.28,3.58
2,1000,0.28,7.23
4,1000,0.28,14.24
8,1000,0.28,28.40
16,1000,0.29,54.98
32,1000,0.29,108.92
64,1000,0.32,198.60
128,1000,0.38,336.82
256,1000,0.43,591.38
512,1000,0.62,832.49
1024,1000,0.67,1527.90
2048,1000,0.80,2545.99
4096,1000,1.66,2474.91
8192,1000,2.00,4097.29
16384,1000,2.53,6471.11
32768,1000,3.53,9293.65
65536,640,5.39,12165.16
131072,320,9.25,14176.09
262144,160,20.41,12843.13
524288,80,37.07,14142.38
1048576,40,98.28,10668.75
2097152,20,231.96,9041.02
4194304,10,555.00,7557.29
8388608,5,1659.72,5054.23
16777216,2,3891.13,4311.65
33554432,1,8216.46,4083.81
67108864,1,16272.06,4124.18
134217728,1,32422.59,4139.64
268435456,1,63341.40,4237.92
