#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.89,0.00
1,1000,4.99,0.20
2,1000,5.00,0.40
4,1000,4.99,0.80
8,1000,4.99,1.60
16,1000,4.97,3.22
32,1000,4.98,6.43
64,1000,4.98,12.85
128,1000,5.06,25.31
256,1000,5.06,50.59
512,1000,5.13,99.74
1024,1000,5.76,177.87
2048,1000,5.50,372.35
4096,1000,6.38,642.47
8192,1000,6.78,1207.71
16384,1000,8.88,1845.26
32768,1000,14.06,2330.17
65536,640,29.94,2188.60
131072,320,44.15,2968.82
262144,160,61.96,4231.03
524288,80,97.72,5364.94
1048576,40,162.36,6458.44
2097152,20,320.69,6539.50
4194304,10,665.49,6302.62
8388608,5,1562.09,5370.12
16777216,2,3291.41,5097.28
33554432,1,6577.25,5101.59
67108864,1,14026.16,4784.55
134217728,1,26257.03,5111.69
268435456,1,52044.94,5157.76
