#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.89,0.00
1,1000,4.99,0.20
2,1000,4.98,0.40
4,1000,4.99,0.80
8,1000,5.00,1.60
16,1000,4.99,3.21
32,1000,4.98,6.42
64,1000,5.03,12.73
128,1000,5.03,25.45
256,1000,5.11,50.12
512,1000,5.21,98.19
1024,1000,5.81,176.27
2048,1000,5.53,370.49
4096,1000,6.42,637.53
8192,1000,6.85,1196.74
16384,1000,8.98,1825.34
32768,1000,14.07,2328.53
65536,640,29.71,2205.97
131072,320,43.65,3002.70
262144,160,61.51,4261.84
524288,80,96.98,5406.01
1048576,40,163.55,6411.44
2097152,20,320.35,6546.50
4194304,10,656.34,6390.42
8388608,5,1549.16,5414.94
16777216,2,3295.15,5091.48
33554432,1,6668.80,5031.56
67108864,1,13250.80,5064.51
134217728,1,26465.80,5071.37
268435456,1,53023.92,5062.54
