#mpirun  --map-by node --mca pml ucx --mca btl self,vader -np 2 --report-bindings ./IMB-MPI1 PingPong -msglog 28
#bytes #repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.98,1.02
2,1000,0.99,2.02
4,1000,0.98,4.06
8,1000,0.98,8.15
16,1000,0.98,16.26
32,1000,1.00,31.91
64,1000,1.13,56.72
128,1000,1.17,109.22
256,1000,1.41,181.91
512,1000,1.48,346.93
1024,1000,1.64,625.03
2048,1000,2.30,891.16
4096,1000,3.21,1274.94
8192,1000,4.55,1802.34
16384,1000,6.41,2557.68
32768,1000,8.54,3838.99
65536,640,12.29,5330.58
131072,320,18.51,7080.31
262144,160,31.93,8210.27
524288,80,54.27,9661.20
1048576,40,98.17,10681.64
2097152,20,182.21,11509.40
4194304,10,352.81,11888.19
8388608,5,691.65,12128.32
16777216,2,1380.87,12149.72
33554432,1,2765.86,12131.64
67108864,1,5509.46,12180.65
134217728,1,11010.02,12190.51
268435456,1,22064.90,12165.72
