#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.54,0.0
1,1000,0.61,1.64
2,1000,0.61,3.3
4,1000,0.6,6.63
8,1000,0.6,13.23
16,1000,0.66,24.46
32,1000,0.75,43.15
64,1000,0.83,77.3
128,1000,1.01,127.86
256,1000,1.16,222.63
512,1000,1.08,477.96
1024,1000,1.45,705.83
2048,1000,1.73,1186.74
4096,1000,2.71,1510.01
8192,1000,3.31,2472.14
16384,1000,3.8,4312.53
32768,1000,4.93,6655.09
65536,640,6.44,10185.51
131072,320,11.32,11582.02
262144,160,19.62,13361.49
524288,80,39.24,13362.19
1048576,40,89.92,11663.25
2097152,20,214.37,9783.1
4194304,10,424.05,9896.67
8388608,5,1029.65,8148.34
16777216,2,3789.96,4426.79
33554432,1,9475.71,3541.11
67108864,1,19068.09,3519.45
134217728,1,37984.82,3533.47
268435456,1,76907.15,3492.34
