#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.99,0.0
1,1000,8.11,0.12
2,1000,8.08,0.25
4,1000,8.09,0.49
8,1000,8.08,0.99
16,1000,8.08,1.98
32,1000,8.09,3.96
64,1000,8.11,7.89
128,1000,8.51,15.04
256,1000,8.54,29.99
512,1000,8.59,59.62
1024,1000,9.67,105.96
2048,1000,9.11,224.75
4096,1000,10.95,373.99
8192,1000,11.64,704.03
16384,1000,15.75,1040.15
32768,1000,25.84,1267.85
65536,640,57.6,1137.83
131072,320,80.73,1623.57
262144,160,122.69,2136.68
524288,80,195.41,2683.1
1048576,40,324.24,3233.96
2097152,20,616.77,3400.26
4194304,10,1203.45,3485.26
8388608,5,2399.87,3495.46
16777216,2,5209.38,3220.61
33554432,1,10669.36,3144.99
67108864,1,21220.76,3162.77
134217728,1,40774.98,3292.29
268435456,1,81908.42,3277.5
