#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.56,0.00
1,1000,0.57,1.74
2,1000,0.57,3.49
4,1000,0.57,7.03
8,1000,0.58,13.80
16,1000,0.61,26.34
32,1000,0.71,45.35
64,1000,0.76,83.77
128,1000,0.95,134.38
256,1000,1.09,235.79
512,1000,1.28,400.48
1024,1000,1.37,747.81
2048,1000,1.65,1244.81
4096,1000,2.71,1509.01
8192,1000,3.15,2603.60
16384,1000,3.86,4247.41
32768,1000,4.42,7409.75
65536,640,6.55,10002.75
131072,320,10.38,12625.43
262144,160,17.85,14687.95
524288,80,38.20,13725.53
1048576,40,100.30,10454.56
2097152,20,238.66,8787.07
4194304,10,487.05,8611.66
8388608,5,1216.02,6898.42
16777216,2,4612.37,3637.44
33554432,1,10055.17,3337.03
67108864,1,20059.53,3345.49
134217728,1,39680.77,3382.44
268435456,1,77470.19,3465.02
