#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.55,0.00
1,1000,0.58,1.73
2,1000,0.57,3.49
4,1000,0.57,6.98
8,1000,0.58,13.91
16,1000,0.61,26.23
32,1000,0.67,47.43
64,1000,0.75,85.73
128,1000,0.88,146.19
256,1000,1.16,221.58
512,1000,1.23,415.93
1024,1000,1.45,706.60
2048,1000,1.67,1227.56
4096,1000,2.46,1664.84
8192,1000,3.13,2621.13
16384,1000,3.34,4908.92
32768,1000,4.65,7041.40
65536,640,6.30,10400.72
131072,320,10.37,12638.43
262144,160,17.88,14657.59
524288,80,37.88,13842.12
1048576,40,99.79,10507.47
2097152,20,243.04,8628.66
4194304,10,496.73,8443.86
8388608,5,1255.09,6683.66
16777216,2,4238.51,3958.28
33554432,1,11045.34,3037.88
67108864,1,21407.47,3134.83
134217728,1,41017.09,3272.24
268435456,1,80115.85,3350.59
