#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.56,0.00
1,1000,0.57,1.75
2,1000,0.57,3.50
4,1000,0.58,6.94
8,1000,0.58,13.90
16,1000,0.62,25.69
32,1000,0.70,45.63
64,1000,0.79,81.05
128,1000,0.98,130.19
256,1000,1.13,227.36
512,1000,1.21,422.19
1024,1000,1.42,723.43
2048,1000,1.76,1164.22
4096,1000,2.46,1661.96
8192,1000,3.17,2587.67
16384,1000,3.72,4401.87
32768,1000,4.72,6947.84
65536,640,6.23,10520.95
131072,320,10.48,12502.39
262144,160,17.93,14619.17
524288,80,38.33,13678.13
1048576,40,103.78,10104.21
2097152,20,239.01,8774.31
4194304,10,487.99,8595.04
8388608,5,1234.58,6794.72
16777216,2,3938.78,4259.49
33554432,1,9951.71,3371.73
67108864,1,20551.09,3265.47
134217728,1,40193.54,3339.29
268435456,1,78092.04,3437.42
