#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER mlx ~/mpi-benchmarks/src_c/IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.45,0.00
1,1000,0.46,2.18
2,1000,0.45,4.42
4,1000,0.46,8.73
8,1000,0.45,17.75
16,1000,0.45,35.28
32,1000,0.62,51.42
64,1000,0.64,100.62
128,1000,0.96,133.14
256,1000,1.13,226.56
512,1000,1.23,414.81
1024,1000,1.46,699.29
2048,1000,2.25,910.86
4096,1000,3.24,1264.00
8192,1000,5.19,1577.24
16384,1000,4.46,3674.56
32768,1000,5.58,5872.77
65536,640,6.77,9687.24
131072,320,9.36,14001.78
262144,160,12.69,20653.29
524288,80,25.72,20381.93
1048576,40,54.79,19139.27
2097152,20,140.54,14921.66
4194304,10,292.45,14341.89
8388608,5,636.09,13187.79
16777216,2,2099.91,7989.50
33554432,1,5946.22,5642.99
67108864,1,12378.54,5421.39
134217728,1,24784.28,5415.44
268435456,1,49032.60,5474.63
