#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.0
1,1000,0.28,3.55
2,1000,0.28,7.14
4,1000,0.28,14.19
8,1000,0.28,28.68
16,1000,0.3,53.08
32,1000,0.3,107.58
64,1000,0.34,191.77
128,1000,0.39,332.69
256,1000,0.46,560.7
512,1000,0.62,828.74
1024,1000,0.72,1435.86
2048,1000,0.87,2353.81
4096,1000,1.77,2315.95
8192,1000,2.12,3871.3
16384,1000,2.68,6106.94
32768,1000,3.87,8484.36
65536,640,5.36,12218.89
131072,320,10.58,12389.15
262144,160,18.92,13861.52
524288,80,38.39,13663.23
1048576,40,90.03,11656.93
2097152,20,208.11,10086.2
4194304,10,433.5,9684.6
8388608,5,1497.19,5605.21
16777216,2,3692.0,4545.53
33554432,1,7451.71,4504.3
67108864,1,14926.92,4497.23
134217728,1,29877.09,4493.73
268435456,1,59845.98,4487.61
