#mpirun -np 2 --map-by node --mca pml ob1 --mca btl self,tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.9,0.0
1,1000,15.93,0.06
2,1000,15.95,0.13
4,1000,15.97,0.25
8,1000,15.92,0.5
16,1000,16.14,0.99
32,1000,16.03,2.0
64,1000,16.18,3.96
128,1000,16.84,7.6
256,1000,16.75,15.29
512,1000,17.02,30.1
1024,1000,17.57,58.27
2048,1000,38.98,52.54
4096,1000,39.33,104.14
8192,1000,40.28,203.4
16384,1000,42.28,387.62
32768,1000,50.58,649.17
65536,640,63.24,1036.33
131072,320,117.68,1114.97
262144,160,162.87,1623.14
524288,80,246.55,2150.0
1048576,40,399.63,2666.72
2097152,20,750.22,2837.66
4194304,10,1573.74,2709.72
8388608,5,3455.92,2470.27
16777216,2,7211.14,2357.69
33554432,1,14451.21,2357.08
67108864,1,28152.2,2427.1
134217728,1,55702.63,2453.76
268435456,1,104375.3,2600.78
