#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.04,0.0
1,1000,8.1,0.12
2,1000,8.1,0.25
4,1000,8.08,0.5
8,1000,8.1,0.99
16,1000,8.11,1.97
32,1000,8.09,3.96
64,1000,8.11,7.89
128,1000,8.54,14.99
256,1000,8.56,29.9
512,1000,8.59,59.63
1024,1000,9.53,107.49
2048,1000,9.13,224.5
4096,1000,10.82,378.51
8192,1000,11.57,708.4
16384,1000,15.54,1054.59
32768,1000,25.53,1283.53
65536,640,56.66,1156.72
131072,320,80.38,1630.77
262144,160,121.23,2162.45
524288,80,193.73,2706.4
1048576,40,322.28,3253.61
2097152,20,614.5,3412.76
4194304,10,1221.55,3433.68
8388608,5,2418.31,3468.88
16777216,2,5006.17,3351.42
33554432,1,10242.87,3276.09
67108864,1,20200.55,3322.41
134217728,1,40960.52,3277.87
268435456,1,80554.67,3333.76
