mpirun -np 2 --map by node ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.98,1.02
2,1000,0.99,2.02
4,1000,0.99,4.06
8,1000,0.98,8.18
16,1000,0.98,16.30
32,1000,1.00,31.97
64,1000,1.16,55.25
128,1000,1.20,106.63
256,1000,1.42,180.27
512,1000,1.49,342.84
1024,1000,1.65,620.05
2048,1000,2.32,880.98
4096,1000,3.18,1287.19
8192,1000,4.46,1835.78
16384,1000,6.32,2591.52
32768,1000,8.43,3888.19
65536,640,12.45,5264.61
131072,320,18.73,6996.99
262144,160,32.56,8051.77
524288,80,54.27,9660.71
1048576,40,96.99,10811.25
2097152,20,185.43,11309.63
4194304,10,352.25,11907.29
8388608,5,695.29,12064.96
16777216,2,1379.19,12164.51
33554432,1,2759.14,12161.18
67108864,1,5507.74,12184.48
134217728,1,11037.25,12160.43
268435456,1,22060.86,12167.95
