mpirun -np 2 --map by node ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.98,1.02
2,1000,0.99,2.02
4,1000,0.99,4.05
8,1000,0.98,8.16
16,1000,0.99,16.22
32,1000,1.01,31.75
64,1000,1.16,55.40
128,1000,1.21,105.93
256,1000,1.42,180.04
512,1000,1.49,343.18
1024,1000,1.65,619.88
2048,1000,2.32,883.48
4096,1000,3.19,1285.80
8192,1000,4.58,1790.36
16384,1000,6.49,2523.54
32768,1000,8.56,3828.44
65536,640,12.47,5257.31
131072,320,18.83,6960.12
262144,160,32.57,8048.21
524288,80,54.33,9650.32
1048576,40,96.88,10823.74
2097152,20,182.17,11511.78
4194304,10,351.83,11921.24
8388608,5,695.07,12068.66
16777216,2,1379.56,12161.24
33554432,1,2759.19,12160.96
67108864,1,5512.79,12173.31
134217728,1,11034.27,12163.71
268435456,1,22064.73,12165.82
