#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.54,0.00
1,1000,0.61,1.64
2,1000,0.62,3.25
4,1000,0.61,6.59
8,1000,0.61,13.13
16,1000,0.67,24.06
32,1000,0.68,47.18
64,1000,0.84,76.17
128,1000,0.98,131.06
256,1000,1.21,210.83
512,1000,1.01,508.85
1024,1000,1.49,685.00
2048,1000,1.88,1087.03
4096,1000,2.92,1400.96
8192,1000,3.15,2598.70
16384,1000,3.70,4426.11
32768,1000,4.63,7083.19
65536,640,6.71,9768.67
131072,320,10.91,12013.84
262144,160,19.43,13489.25
524288,80,38.98,13448.90
1048576,40,90.06,11643.50
2097152,20,217.65,9635.55
4194304,10,398.68,10520.58
8388608,5,860.99,9742.96
16777216,2,3188.94,5261.06
33554432,1,8343.72,4021.52
67108864,1,16916.26,3967.12
134217728,1,33695.89,3983.21
268435456,1,67298.37,3988.74
