#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.55,0.00
1,1000,0.62,1.61
2,1000,0.63,3.19
4,1000,0.63,6.36
8,1000,0.63,12.65
16,1000,0.67,23.85
32,1000,0.70,45.45
64,1000,0.85,75.66
128,1000,1.01,126.63
256,1000,1.20,212.86
512,1000,1.07,479.38
1024,1000,1.40,730.68
2048,1000,1.64,1246.81
4096,1000,2.90,1412.33
8192,1000,3.17,2587.10
16384,1000,3.76,4362.22
32768,1000,4.65,7048.90
65536,640,6.76,9696.15
131072,320,10.36,12648.83
262144,160,19.51,13433.43
524288,80,38.93,13466.13
1048576,40,92.00,11397.87
2097152,20,217.35,9648.80
4194304,10,398.44,10526.80
8388608,5,863.58,9713.79
16777216,2,3176.68,5281.37
33554432,1,8316.28,4034.79
67108864,1,16870.69,3977.84
134217728,1,33708.19,3981.75
268435456,1,67291.39,3989.15
