#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.53,0.00
1,1000,0.62,1.61
2,1000,0.61,3.28
4,1000,0.61,6.57
8,1000,0.61,13.10
16,1000,0.66,24.25
32,1000,0.76,42.28
64,1000,0.85,74.87
128,1000,0.98,130.26
256,1000,1.13,226.86
512,1000,1.06,483.73
1024,1000,1.45,704.11
2048,1000,1.72,1190.29
4096,1000,2.71,1511.42
8192,1000,3.18,2575.20
16384,1000,3.65,4494.81
32768,1000,4.92,6663.08
65536,640,6.30,10398.96
131072,320,11.48,11417.19
262144,160,19.34,13551.91
524288,80,38.60,13581.85
1048576,40,87.24,12019.79
2097152,20,215.84,9716.32
4194304,10,398.03,10537.71
8388608,5,861.35,9738.88
16777216,2,3189.04,5260.90
33554432,1,8329.86,4028.21
67108864,1,16830.17,3987.41
134217728,1,33652.78,3988.31
268435456,1,67326.30,3987.08
