#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.54,0.00
1,1000,0.60,1.67
2,1000,0.60,3.33
4,1000,0.61,6.51
8,1000,0.60,13.29
16,1000,0.66,24.29
32,1000,0.75,42.95
64,1000,0.81,79.23
128,1000,0.92,139.35
256,1000,1.20,213.50
512,1000,1.04,493.09
1024,1000,1.35,760.59
2048,1000,1.71,1199.81
4096,1000,2.57,1590.70
8192,1000,3.15,2597.56
16384,1000,3.43,4783.15
32768,1000,4.87,6727.32
65536,640,6.20,10564.30
131072,320,11.22,11684.00
262144,160,19.30,13585.60
524288,80,37.69,13909.35
1048576,40,87.03,12047.96
2097152,20,208.66,10050.58
4194304,10,399.39,10501.80
8388608,5,883.83,9491.17
16777216,2,3204.99,5234.72
33554432,1,8395.10,3996.91
67108864,1,16943.26,3960.80
134217728,1,33822.89,3968.25
268435456,1,67713.68,3964.27
